date_reported,incident,time_occurred,case_number,date_occurred,time_reported,location,university
2015-07-09,"traffic, town by‐law offenses, boston avenue parking garage, 419 boston ave, medford/somerville campus",12:00,15tum‐501‐of,2015-07-09,NA,NA,Tufts University
2015-07-06,"intimidation, pearson chemistry building, 62 talbot ave, medford/somerville campus",15:00,15tum‐499‐of,2015-07-03,NA,NA,Tufts University
2015-06-13,"burglary / breaking and entering, off campus, college ave, somerville",05:30,15tum‐469‐of,2015-06-12,NA,NA,Tufts University
2015-07-19,"simple assault, off campus, winthrop st, medford",01:01,15tum‐510‐of,2015-07-19,NA,NA,Tufts University
2015-08-01,"theft from building, off campus, , somerville",08:00,15tum‐524‐of,2015-07-31,NA,NA,Tufts University
2015-07-31,"theft from building, dowling hall, 419 boston ave, medford/somerville campus",17:00,15tum‐523‐of,2015-07-30,NA,NA,Tufts University
2015-07-29,"larceny, other type, 574 boston ave ‐ walnut hill (bike rack), 574 boston ave, medford/somerville campus",18:12,15tum‐520‐of,2015-07-29,NA,NA,Tufts University
2015-07-27,"larceny, other type, cabot intercultural center, 170 packard ave, medford/somerville campus",17:59,15tum‐518‐of,2015-07-27,NA,NA,Tufts University
2015-07-26,"burglary / breaking and entering, off campus, dearborn rd, somerville",06:12,15tum‐515‐of,2015-07-26,NA,NA,Tufts University
2015-07-21,"disorderly conduct, tisch library, 35 professors row, medford/somerville campus",20:44,15tum‐511‐of,2015-07-21,NA,NA,Tufts University
2015-08-15,"noise violation (university policy), off campus, college ave, somerville",00:55,15tum‐539‐of,2015-08-15,NA,NA,Tufts University
2015-08-09,"simple assault, professors row, medford/somerville campus",23:02,15tum‐530‐of,2015-08-08,NA,NA,Tufts University
2015-08-09,"simple assault, 474 boston ave, medford/somerville campus",00:08,15tum‐531‐of,2015-08-09,NA,NA,Tufts University
2015-08-07,"theft from building, off campus, college ave, somerville",12:12,15tum‐528‐of,2015-08-07,NA,NA,Tufts University
2015-07-27,"theft from building, aidekman arts center, 40 talbot ave, medford/somerville campus",00:00,15tum‐517‐of,2015-07-24,NA,NA,Tufts University
2015-08-21,"disorderly conduct, fletcher lot, 3 winthrop st, medford/somerville campus",20:56,15tum‐546‐of,2015-08-21,NA,NA,Tufts University
2015-08-20,"theft from building, 96 packard ave, 96 packard ave, medford/somerville campus",09:00,15tum‐544‐of,2015-08-20,NA,NA,Tufts University
2015-08-16,"theft from building, off campus, college ave, somerville",12:00,15tum‐540‐of,2015-08-14,NA,NA,Tufts University
2015-08-27,"theft from building, theta delta chi fraternity house, 123 packard ave, medford/somerville campus",15:00,15tum‐549‐of,2015-05-19,NA,NA,Tufts University
2015-09-03,"aggravated assault, lower campus courts, 28 lower campus rd, medford/somerville campus",02:30,15tum‐573‐of,2015-09-03,NA,NA,Tufts University
2015-09-03,"destruction / damage / vandalism of property, bray lot, 504 boston ave, medford/somerville campus",15:15,15tum‐575‐of,2015-09-03,NA,NA,Tufts University
2015-05-06,"destruction / damage / vandalism of property, olin language center, 180 packard ave, medford/somerville campus",12:00,15tum‐401‐of,2015-05-01,NA,NA,Tufts University
2015-05-05,"disorderly conduct, ballou hall, 1 the green , medford/somerville campus",01:15,15tum‐398‐of,2015-05-05,NA,NA,Tufts University
2015-05-05,"burglary / breaking and entering, aidekman arts center, 40 talbot ave, medford/somerville campus",15:31,15tum‐400‐of,2015-05-05,NA,NA,Tufts University
2015-05-04,"intimidation, mayer campus center, 44 professors row, medford/somerville campus",12:00,15tum‐395‐of,2015-03-20,NA,NA,Tufts University
2015-05-01,"destruction / damage / vandalism of property, hill hall, 387 boston ave, medford/somerville campus",08:00,15tum‐385‐of,2015-04-30,NA,NA,Tufts University
2015-05-01,"harassment, criminal, off campus, chetwynd rd, somerville",21:58,15tum‐386‐of,2015-05-01,NA,NA,Tufts University
2015-04-28,"larceny, other type, delta tau delta fraternity house, 98 professors row, medford/somerville campus",11:00,15tum‐379‐of,2015-04-25,NA,NA,Tufts University
2015-04-27,"destruction / damage / vandalism of property, off campus, saint clements rd, medford",14:35,15tum‐376‐of,2015-04-27,NA,NA,Tufts University
2015-04-27,"larceny, other type, south hall, 30 lower campus rd, medford/somerville campus",07:00,15tum‐377‐of,2014-12-07,NA,NA,Tufts University
2015-04-26,"theft from building, granoff music center, 20 talbot ave, medford/somerville campus",19:28,15tum‐371‐of,2015-04-26,NA,NA,Tufts University
2015-04-20,"trespass of real property, lewis hall, 85 packard ave, medford/somerville campus",02:40,15tum‐31‐ar,2015-04-20,NA,NA,Tufts University
2015-04-20,"forcible rape, tilton hall, 1 tilton ln, medford/somerville campus",00:53,15tum‐307‐of,2015-04-19,NA,NA,Tufts University
2015-04-20,"theft from building, tisch library, 35 professors row, medford/somerville campus",10:30,15tum‐313‐of,2015-04-20,NA,NA,Tufts University
2015-04-20,"suspicion of drug use (university policy), cabot intercultural center, 170 packard ave, medford/somerville campus",12:34,15tum‐314‐of,2015-04-20,NA,NA,Tufts University
2015-09-09,"theft from building, science and technology center, 4 colby st, medford/somerville campus",20:00,15tum‐609‐of,2015-09-08,NA,NA,Tufts University
2015-09-08,"larceny, other type, 200 boston ave, medford/somerville campus",10:00,15tum‐603‐of,2015-09-08,NA,NA,Tufts University
2015-09-08,"larceny, other type, tisch sports center, 161 college ave, medford/somerville campus",18:00,15tum‐604‐of,2015-09-04,NA,NA,Tufts University
2015-09-06,"disorderly conduct, off campus, college ave, somerville",00:33,15tum‐589‐of,2015-09-06,NA,NA,Tufts University
2015-09-06,"noise violation (university policy), off campus, adams st, medford",23:32,15tum‐590‐of,2015-09-05,NA,NA,Tufts University
2015-09-19,"theft from building, carmichael hall, 200 packard ave, medford/somerville campus",21:05,15tum‐663‐of,2015-09-18,NA,NA,Tufts University
2015-09-16,"larceny, other type, south hall, 30 lower campus rd, medford/somerville campus",15:00,15tum‐646‐of,2015-09-11,NA,NA,Tufts University
2015-09-14,"burglary / breaking and entering, cabot intercultural center, 170 packard ave, medford/somerville campus",12:47,15tum‐640‐of,2015-09-14,NA,NA,Tufts University
2015-09-11,"larceny, other type, fletcher lot, 3 winthrop st, medford/somerville campus",12:30,15tum‐617‐of,2015-09-11,NA,NA,Tufts University
2015-10-03,"traffic, town by‐law offenses, hill hall, 387 boston ave, medford/somerville campus",11:50,15tum‐713‐of,2015-10-03,NA,NA,Tufts University
2015-10-03,"burglary / breaking and entering, wren hall, 11 winthrop st, medford/somerville campus",03:30,15tum‐715‐of,2015-10-03,NA,NA,Tufts University
2015-09-30,"destruction / damage / vandalism of property, carmichael hall, 200 packard ave, medford/somerville campus",05:45,15tum‐700‐of,2015-09-30,NA,NA,Tufts University
2015-09-29,"larceny, other type, tufts admin building day care, 165 holland st, medford/somerville campus",09:31,15tum‐696‐of,2015-09-29,NA,NA,Tufts University
2015-09-20,"destruction / damage / vandalism of property, 128 professors row, 128 professors row, medford/somerville campus",23:36,15tum‐670‐of,2015-09-19,NA,NA,Tufts University
2015-09-20,"larceny, other type, 51 winthrop street, 51 winthrop st, medford/somerville campus",21:30,15tum‐676‐of,2015-09-19,NA,NA,Tufts University
2015-09-19,"simple assault, pearson chemistry building, 62 talbot ave, medford/somerville campus",02:30,15tum‐668‐of,2015-09-19,NA,NA,Tufts University
2015-10-04,"destruction / damage / vandalism of property, houston hall, 190 packard ave, medford/somerville campus",01:11,15tum‐721‐of,2015-10-04,NA,NA,Tufts University
2015-10-03,"larceny, other type, anderson hall, 200 college ave, medford/somerville campus",19:45,15tum‐718‐of,2015-10-03,NA,NA,Tufts University
2015-10-09,"destruction / damage / vandalism of property, tilton hall, 1 tilton ln, medford/somerville campus",07:26,15tum‐742‐of,2015-10-09,NA,NA,Tufts University
2015-10-08,"theft from building, university police station, 419 boston ave, medford/somerville campus",00:00,15tum‐741‐of,2015-09-01,NA,NA,Tufts University
2015-10-05,"theft from building, tisch library, 35 professors row, medford/somerville campus",13:05,15tum‐730‐of,2015-10-05,NA,NA,Tufts University
2015-10-04,"theft from building, granoff music center, 20 talbot ave, medford/somerville campus",21:00,15tum‐724‐of,2015-10-03,NA,NA,Tufts University
2015-10-16,"theft from building, tisch library, 35 professors row, medford/somerville campus",16:30,15tum‐775‐of,2015-10-09,NA,NA,Tufts University
2015-10-15,"larceny, other type, anthony house, 14 professors row, medford/somerville campus",09:30,15tum‐771‐of,2015-10-14,NA,NA,Tufts University
2015-10-14,"burglary / breaking and entering, wren hall, 11 winthrop st, medford/somerville campus",20:01,15tum‐761‐of,2015-10-13,NA,NA,Tufts University
2015-10-14,"destruction / damage / vandalism of property, lewis hall, 85 packard ave, medford/somerville campus",13:12,15tum‐763‐of,2015-10-14,NA,NA,Tufts University
2015-10-23,"theft from building, tisch sports center, 163 college ave, medford/somerville campus",16:15,15tum‐793‐of,2015-10-23,NA,NA,Tufts University
2015-10-22,"destruction / damage / vandalism of property, university police station, 419 boston ave, medford/somerville campus",15:00,15tum‐789‐of,2015-10-15,NA,NA,Tufts University
2015-10-15,"theft from building, south hall, 30 lower campus rd, medford/somerville campus",18:00,15tum‐769‐of,2015-10-14,NA,NA,Tufts University
2015-11-12,"simple assault, hodgdon hall dining, 100 talbot ave, medford/somerville campus",17:41,15tum‐879‐of,2015-11-12,NA,NA,Tufts University
2015-11-11,"act of intolerance, other (university policy), ballou hall, 1 the green , medford/somerville campus",00:01,15tum‐874‐of,2015-11-11,NA,NA,Tufts University
2015-11-11,"burglary / breaking and entering, off campus, college ave, somerville",15:34,15tum‐875‐of,2015-11-11,NA,NA,Tufts University
2015-11-08,"trespass of real property, alpha tau omega, 134 professors row, medford/somerville campus",23:15,15tum‐861‐of,2015-11-07,NA,NA,Tufts University
2015-11-07,"destruction / damage / vandalism of property, off campus, curtis ave, somerville",23:56,15tum‐858‐of,2015-11-06,NA,NA,Tufts University
2015-11-07,"disorderly conduct, off campus, boston ave, medford",23:50,15tum‐860‐of,2015-11-06,NA,NA,Tufts University
2015-10-31,"destruction / damage / vandalism of property, hillside apartments, 80 north hill rd, medford/somerville campus",00:00,15tum‐836‐of,2015-10-30,NA,NA,Tufts University
2015-10-31,"liquor law violation, west hall, 175 packard ave, medford/somerville campus",13:08,15tum‐838‐of,2015-10-31,NA,NA,Tufts University
2015-10-28,"intimidation, off campus, greenleaf ave, medford",19:00,15tum‐814‐of,2015-09-04,NA,NA,Tufts University
2015-10-25,"theft from building, cousens gym, 161 college ave, medford/somerville campus",17:13,15tum‐803‐of,2015-10-25,NA,NA,Tufts University
2015-10-24,"theft from building, off campus, sunset rd, somerville",22:30,15tum‐799‐of,2015-10-23,NA,NA,Tufts University
2015-11-16,"theft from building, mugar hall, 160r packard ave, medford/somerville campus",16:15,15tum‐889‐of,2015-11-13,NA,NA,Tufts University
2015-11-15,"burglary / breaking and entering, off campus, ware st, somerville",00:14,15tum‐882‐of,2015-11-15,NA,NA,Tufts University
2015-11-19,"larceny, other type, university police station, 419 boston ave, medford/somerville campus",22:00,15tum‐896‐of,2015-11-19,NA,NA,Tufts University
2015-11-01,"destruction / damage / vandalism of property, chi omega sorority house, 106 professors row, medford/somerville campus",00:09,15tum‐843‐of,2015-11-01,NA,NA,Tufts University
2015-10-30,"theft from building, south hall, 30 lower campus rd, medford/somerville campus",10:00,15tum‐821‐of,2015-10-29,NA,NA,Tufts University
2015-11-24,"destruction / damage / vandalism of property, west hall, 175 packard ave, medford/somerville campus",04:00,15tum‐915‐of,2015-11-24,NA,NA,Tufts University
2015-11-23,"theft from building, hillside apartments, 80 north hill rd, medford/somerville campus",17:45,15tum‐912‐of,2015-11-20,NA,NA,Tufts University
2015-11-23,"impersonation, south hall, 30 lower campus rd, medford/somerville campus",00:20,15tum‐913‐of,2015-11-23,NA,NA,Tufts University
2015-11-23,"theft from building, tisch library, 35 professors row, medford/somerville campus",21:29,15tum‐914‐of,2015-11-23,NA,NA,Tufts University
2015-11-22,"burglary / breaking and entering, off campus, college ave, somerville",22:30,15tum‐906‐of,2015-11-21,NA,NA,Tufts University
2015-11-22,"destruction / damage / vandalism of property, east hall, 6 the green , medford/somerville campus",11:57,15tum‐911‐of,2015-11-22,NA,NA,Tufts University
2015-11-21,"theft from building, davies house, 13 sawyer ave, medford/somerville campus",17:42,15tum‐902‐of,2015-11-20,NA,NA,Tufts University
2015-11-20,"simple assault, latin way dormitory, 40 lower campus rd, medford/somerville campus",06:00,15tum‐897‐of,2015-11-20,NA,NA,Tufts University
2015-12-02,"theft from building, lincoln filene center, 10 upper campus rd, medford/somerville campus",13:30,15tum‐930‐of,2015-11-21,NA,NA,Tufts University
2015-12-02,"theft from building, haskell hall, 43 latin way, medford/somerville campus",17:00,15tum‐931‐of,2015-10-31,NA,NA,Tufts University
2015-12-01,"theft from building, boston avenue parking garage, 419 boston ave, medford/somerville campus",09:35,15tum‐927‐of,2015-12-01,NA,NA,Tufts University
2015-11-29,"burglary / breaking and entering, lewis hall, 85 packard ave, medford/somerville campus",22:30,15tum‐920‐of,2015-11-28,NA,NA,Tufts University
2015-11-29,"theft from building, tisch library, 35 professors row, medford/somerville campus",14:15,15tum‐921‐of,2015-11-29,NA,NA,Tufts University
2015-12-08,"larceny, other type, mugar hall, 160r packard ave, medford/somerville campus",08:00,15tum‐958‐of,2015-12-08,NA,NA,Tufts University
2015-12-13,"destruction / damage / vandalism of property, delta upsilon fraternity house, 114 professors row, medford/somerville campus",03:00,15tum‐980‐of,2015-12-13,NA,NA,Tufts University
2015-12-13,"larceny, other type, delta upsilon fraternity house, 114 professors row, medford/somerville campus",20:30,15tum‐981‐of,2015-12-12,NA,NA,Tufts University
2015-12-04,"burglary / breaking and entering, off campus, college ave, somerville",06:16,15tum‐936‐of,2015-12-04,NA,NA,Tufts University
2015-12-22,"theft from building, tisch sports center, 163 college ave, medford/somerville campus",17:30,15tum‐993‐of,2015-12-22,NA,NA,Tufts University
2015-12-21,"destruction / damage / vandalism of property, tisch sports center, 163 college ave, medford/somerville campus",14:00,15tum‐990‐of,2015-12-21,NA,NA,Tufts University
2015-11-29,"disorderly conduct, tisch library, 35 professors row, medford/somerville campus",19:05,15tum‐82‐ar,2015-11-29,NA,NA,Tufts University
2015-02-05,"theft from building, tisch sports center, 163 college ave, medford/somerville campus",16:30,15tum‐102‐of,2015-02-05,NA,NA,Tufts University
2015-01-26,"destruction / damage / vandalism of property, south hall, 30 lower campus rd, medford/somerville campus",23:51,15tum‐56‐of,2015-01-25,NA,NA,Tufts University
2015-01-26,"credit card / automatic teller machine fraud, latin way dormitory, 40 lower campus rd, medford/somerville campus",12:06,15tum‐59‐of,2015-01-26,NA,NA,Tufts University
2015-01-25,"larceny, other type, dowling hall, 419 boston ave, medford/somerville campus",07:00,15tum‐55‐of,2015-01-24,NA,NA,Tufts University
2015-01-20,"theft from building, alpha phi sorority house, 14 sawyer ave, medford/somerville campus",15:40,15tum‐36‐of,2015-01-20,NA,NA,Tufts University
2015-01-19,"destruction / damage / vandalism of property, davies house, 13 sawyer ave, medford/somerville campus",23:48,15tum‐29‐of,2015-01-18,NA,NA,Tufts University
2015-01-12,"suspicion of drug use (university policy), 10 winthrop street, 10 winthrop st, medford/somerville campus",09:15,15tum‐7‐of,2015-01-12,NA,NA,Tufts University
2015-02-26,"theft from building, olin language center, 180 packard ave, medford/somerville campus",15:00,15tum‐160‐of,2015-02-13,NA,NA,Tufts University
2015-02-17,"theft from building, lane hall, 2 north hill rd, medford/somerville campus",18:21,15tum‐135‐of,2015-02-17,NA,NA,Tufts University
2015-11-07,"destruction / damage / vandalism of property, hillside apartments, 80 north hill rd, medford/somerville campus",00:02,15tum‐857‐of,2015-11-07,NA,NA,Tufts University
2015-02-20,"wms straight warrant from other department, hill hall lot, 387 boston ave, medford/somerville campus",16:32,15tum‐145‐of,2015-02-20,NA,NA,Tufts University
2016-04-16,"destruction / damage / vandalism of property, cousens gymnasium, 161 college ave, medford/somerville campus",03:14,16tum‐299‐of,2016-04-16,NA,NA,Tufts University
2016-04-11,"destruction / damage / vandalism of property, granoff music center, 20 talbot ave, medford/somerville campus",11:20,16tum‐283‐of,2016-04-11,NA,NA,Tufts University
2016-04-11,"theft from building, sis project building, 62r talbot ave, medford/somerville campus",16:00,16tum‐284‐of,2016-04-11,NA,NA,Tufts University
2016-04-09,"disorderly conduct, off campus, dearborn rd, somerville",00:32,16tum‐274‐of,2016-04-09,NA,NA,Tufts University
2016-04-08,"simple assault, tilton hall, 1 tilton ln, medford/somerville campus",01:56,16tum‐268‐of,2016-04-08,NA,NA,Tufts University
2016-04-07,"suspicion of drug use (university policy), south hall, 30 lower campus rd, medford/somerville campus",14:09,16tum‐264‐of,2016-04-07,NA,NA,Tufts University
2016-04-04,"theft from building, tisch sports center, 163 college ave, medford/somerville campus",12:00,16tum‐259‐of,2016-04-04,NA,NA,Tufts University
2016-04-03,"destruction / damage / vandalism of property, hill hall, 387 boston ave, medford/somerville campus",01:02,16tum‐256‐of,2016-04-03,NA,NA,Tufts University
2016-04-02,"simple assault, wren hall, 11 winthrop st, medford/somerville campus",03:58,16tum‐253‐of,2016-04-02,NA,NA,Tufts University
2016-03-28,"malicious fire extinguisher discharge (university policy), south hall, 30 lower campus rd, medford/somerville campus",01:01,16tum‐242‐of,2016-03-28,NA,NA,Tufts University
2016-03-28,"failure to evacuate during fire alarm (university policy), south hall, 30 lower campus rd, medford/somerville campus",01:01,16tum‐243‐of,2016-03-28,NA,NA,Tufts University
2016-03-21,"forcible fondling, medford campus, , medford/somerville campus",00:01,16tum‐233‐of,2015-03-07,NA,NA,Tufts University
2016-03-18,"destruction / damage / vandalism of property, 92 professors row, medford/somerville campus",01:21,16tum‐223‐of,2016-03-18,NA,NA,Tufts University
2016-03-18,"robbery, off campus, hillsdale rd, medford",20:15,16tum‐227‐of,2016-03-16,NA,NA,Tufts University
2016-03-18,"larceny, other type, off campus, somerville ave, somerville",19:16,16tum‐229‐of,2016-02-17,NA,NA,Tufts University
2016-03-16,"theft from building, tisch sports center, 163 college ave, medford/somerville campus",17:12,16tum‐219‐of,2016-03-16,NA,NA,Tufts University
2016-03-14,"theft from building, cohen auditorium, 40 talbot ave, medford/somerville campus",16:45,16tum‐213‐of,2016-03-11,NA,NA,Tufts University
2016-03-13,"larceny, other type, 85 packard ave, medford/somerville campus",04:05,16tum‐205‐of,2016-03-13,NA,NA,Tufts University
2016-03-12,"destruction / damage / vandalism of property, capen street ext, capen st ext, medford/somerville campus",02:30,16tum‐201‐of,2016-03-12,NA,NA,Tufts University
2016-03-12,"burglary / breaking and entering, lewis hall, 85 packard ave, medford/somerville campus",13:00,16tum‐202‐of,2016-03-12,NA,NA,Tufts University
2016-03-12,"larceny, other type, collaborative learning and innovation complex, 574 boston ave, medford/somerville campus",21:57,16tum‐203‐of,2016-03-12,NA,NA,Tufts University
2016-03-07,"theft from building, hillside apartments, 80 north hill rd, medford/somerville campus",19:00,16tum‐188‐of,2016-03-04,NA,NA,Tufts University
2016-03-07,"disorderly conduct, off campus, chetwynd rd, somerville",20:45,16tum‐189‐of,2016-03-07,NA,NA,Tufts University
2016-03-02,"larceny, other type, collaborative learning and innovation complex, 574 boston ave, medford/somerville campus",20:00,16tum‐169‐of,2016-02-29,NA,NA,Tufts University
2016-03-01,"destruction / damage / vandalism of property, dewick macphie dining hall, 25 latin way, medford/somerville campus",07:00,16tum‐164‐of,2016-03-01,NA,NA,Tufts University
2016-03-01,"larceny, other type, san juan luis muñoz marín international airpo, av. aeropuerto, carolina, , medford/somerville campus",13:00,16tum‐165‐of,2016-01-13,NA,NA,Tufts University
2016-03-01,"theft from building, jackson gymnasium, 50 talbot ave, medford/somerville campus",20:00,16tum‐166‐of,2016-03-01,NA,NA,Tufts University
2016-02-28,"destruction / damage / vandalism of property, south hall, 30 lower campus rd, medford/somerville campus",03:50,16tum‐157‐of,2016-02-28,NA,NA,Tufts University
2016-02-26,"forcible rape, winthrop st, medford/somerville campus",03:00,16tum‐151‐of,2016-02-26,NA,NA,Tufts University
2016-02-25,"forcible fondling, tilton ln, medford/somerville campus",16:27,16tum‐146‐of,2016-02-25,NA,NA,Tufts University
2016-02-22,"destruction / damage / vandalism of property, miller ln, medford/somerville campus",00:13,16tum‐140‐of,2016-02-22,NA,NA,Tufts University
2016-02-20,"theft from building, carmichael hall, 200 packard ave, medford/somerville campus",10:00,16tum‐135‐of,2016-02-20,NA,NA,Tufts University
2016-02-19,"forcible rape, packard ave, medford/somerville campus",00:00,16tum‐127‐of,2016-02-06,NA,NA,Tufts University
2016-02-19,"theft from building, alpha tau omega, 134 professors row, medford/somerville campus",23:53,16tum‐130‐of,2016-02-18,NA,NA,Tufts University
2016-02-18,"theft from building, off campus, brattle st, cambridge",23:00,16tum‐120‐of,2016-02-13,NA,NA,Tufts University
2016-02-18,"traffic, town by‐law offenses, academic quad, the green , medford/somerville campus",19:13,16tum‐122‐of,2016-02-18,NA,NA,Tufts University
2016-01-10,"drug / narcotic violations, 40 lower campus rd, medford/somerville campus",03:42,16tum‐1‐ar,2016-01-10,NA,NA,Tufts University
2016-01-07,"destruction / damage / vandalism of property, psychology building, 490 boston ave, medford/somerville campus",15:00,16tum‐2‐of,2016-01-06,NA,NA,Tufts University
2016-06-23,"theft from building, cousens parking lot, 160 college ave, medford/somerville campus",16:00,16tum‐460‐of,2015-09-23,NA,NA,Tufts University
2016-06-17,"failure to present id to university official (university policy), collaborative learning and innovation complex, 574 boston ave, m",10:20,16tum‐456‐of,2016-06-17,NA,NA,Tufts University
2016-06-17,"theft from building, lewis hall, 85 packard ave, medford/somerville campus",10:00,16tum‐457‐of,2016-06-17,NA,NA,Tufts University
2016-06-14,"disorderly conduct, off campus, college ave, somerville",14:00,16tum‐451‐of,2016-06-14,NA,NA,Tufts University
2016-06-12,"theft from building, off campus, hillsdale rd, somerville",08:00,16tum‐450‐of,2016-06-12,NA,NA,Tufts University
2016-06-11,"arson, off campus, emery st, medford",22:10,16tum‐449‐of,2016-06-11,NA,NA,Tufts University
2016-06-04,"aggravated assault, cousens gymnasium, 161 college ave, medford/somerville campus",22:30,16tum‐442‐of,2016-06-03,NA,NA,Tufts University
2016-05-30,"burglary / breaking and entering, off campus, bromfield rd, somerville",04:00,16tum‐440‐of,2016-05-30,NA,NA,Tufts University
2016-05-23,"theft from building, lewis hall, 85 packard ave, medford/somerville campus",13:15,16tum‐434‐of,2016-05-23,NA,NA,Tufts University
2016-05-21,"destruction / damage / vandalism of property, carmichael hall, 200 packard ave, medford/somerville campus",15:37,16tum‐428‐of,2016-05-21,NA,NA,Tufts University
2016-05-21,"theft from building, latin way dormitory, 40 lower campus rd, medford/somerville campus",22:00,16tum‐429‐of,2016-05-20,NA,NA,Tufts University
2016-05-17,"destruction / damage / vandalism of property, cousens parking lot, 160 college ave, medford/somerville campus",08:00,16tum‐421‐of,2016-05-17,NA,NA,Tufts University
2016-05-16,"forcible rape, lower campus rd, medford/somerville campus",13:02,16tum‐418‐of,2016-05-16,NA,NA,Tufts University
2016-05-15,"theft from building, mugar hall, 160r packard ave, medford/somerville campus",13:15,16tum‐414‐of,2016-05-15,NA,NA,Tufts University
2016-05-14,"disorderly conduct, off campus, , somerville",16:32,16tum‐413‐of,2016-05-14,NA,NA,Tufts University
2016-05-13,"destruction / damage / vandalism of property, wren hall, 11 winthrop st, medford/somerville campus",20:30,16tum‐405‐of,2016-05-12,NA,NA,Tufts University
2016-05-12,"destruction / damage / vandalism of property, lewis hall, 85 packard ave, medford/somerville campus",17:11,16tum‐401‐of,2016-05-12,NA,NA,Tufts University
2016-05-11,"burglary / breaking and entering, aidekman arts center, 40 talbot ave, medford/somerville campus",00:00,16tum‐394‐of,2016-03-17,NA,NA,Tufts University
2016-05-10,"intimidation, off campus, upland rd, somerville",19:00,16tum‐392‐of,2016-05-07,NA,NA,Tufts University
2016-05-09,"arson, hooper infirmary, 124 professors row, medford/somerville campus",05:05,16tum‐389‐of,2016-05-09,NA,NA,Tufts University
2016-05-08,"larceny, other type, off campus, powderhouse blvd, somerville",01:00,16tum‐387‐of,2016-05-08,NA,NA,Tufts University
2016-05-07,"destruction / damage / vandalism of property, off campus, professors row, medford",12:00,16tum‐384‐of,2016-04-23,NA,NA,Tufts University
2016-05-03,"act of intolerance, race/ethnicity/nat'l origin (university policy), hill hall, 387 boston ave, medford/somerville campus",12:00,16tum‐368‐of,2016-05-03,NA,NA,Tufts University
2016-05-03,"disorderly conduct, academic quad, the green , medford/somerville campus",22:00,16tum‐372‐of,2016-05-03,NA,NA,Tufts University
2016-05-01,"destruction / damage / vandalism of property, south hall, 30 lower campus rd, medford/somerville campus",18:55,16tum‐362‐of,2016-05-01,NA,NA,Tufts University
2016-04-30,"theft from building, wren hall, 11 winthrop st, medford/somerville campus",23:59,16tum‐345‐of,2016-04-27,NA,NA,Tufts University
2016-04-27,"larceny, other type, off campus, boston ave, medford",13:00,16tum‐336‐of,2016-04-27,NA,NA,Tufts University
2016-04-26,"suspicion of drug use (university policy), anthony house, 14 professors row, medford/somerville campus",10:38,16tum‐330‐of,2016-04-26,NA,NA,Tufts University
2016-06-30,"disorderly conduct, 167 college ave, medford/somerville campus",15:49,16tum‐469‐of,2016-06-30,NA,NA,Tufts University
2016-07-11,"theft from building, ballou hall, 1 the green , medford/somerville campus",16:49,16tum‐479‐of,2016-07-11,NA,NA,Tufts University
2016-07-16,"act of intolerance, race/ethnicity/nat'l origin (university policy), tisch library, 35 professors row, medford/somerville campus",15:27,16tum‐489‐of,2016-07-16,NA,NA,Tufts University
2016-07-13,"larceny, other type, mayer campus center, 44 professors row, medford/somerville campus",08:30,16tum‐483‐of,2016-07-13,NA,NA,Tufts University
2016-07-08,"theft from building, anderson hall 1st floor mens bathroom, 200 college ave, medford/somerville campus",15:00,16tum‐475‐of,2016-07-08,NA,NA,Tufts University
2016-07-23,"destruction / damage / vandalism of property, 66 colby, 66 colby st, medford/somerville campus",18:14,16tum‐498‐of,2016-07-23,NA,NA,Tufts University
2016-07-22,"act of intolerance, race/ethnicity/nat'l origin (university policy), tisch library, 35 professors row, medford/somerville campus",16:19,16tum‐497‐of,2016-07-22,NA,NA,Tufts University
2016-07-21,"theft from building, tisch sports center, 163 college ave, medford/somerville campus",17:00,16tum‐494‐of,2016-07-21,NA,NA,Tufts University
2016-07-20,"harassment, criminal, hodgdon hall, 100 talbot ave, medford/somerville campus",03:00,16tum‐493‐of,2016-07-20,NA,NA,Tufts University
2016-08-05,"theft from building, hodgdon hall, 100 talbot ave, medford/somerville campus",20:22,16tum‐513‐of,2016-08-05,NA,NA,Tufts University
2016-08-10,"theft from building, tisch library, 35 professors row, medford/somerville campus",15:58,16tum‐518‐of,2016-08-09,NA,NA,Tufts University
2016-08-25,"disorderly conduct, off campus, 30 lower campus rd, med/som",04:00,16tum‐528‐of,2016-08-25,NA,NA,Tufts University
2016-08-27,"burglary / breaking and entering, off campus, college ave, somerville",05:46,16tum‐533‐of,2016-08-27,NA,NA,Tufts University
2016-08-26,"theft from building, off campus, adams st, medford",22:00,16tum‐530‐of,2016-08-26,NA,NA,Tufts University
2016-08-24,"burglary / breaking and entering, off campus, 200 boston ave, med/som",08:15,16tum‐526‐of,2016-08-24,NA,NA,Tufts University
2016-09-04,"disorderly conduct, off campus, adams st, medford",15:28,16tum‐568‐of,2016-09-04,NA,NA,Tufts University
2016-09-03,"burglary / breaking and entering, off campus, 80 professors row, med/som",14:38,16tum‐560‐of,2016-09-03,NA,NA,Tufts University
2016-09-06,"larceny, other type, off campus, 419 boston ave, med/som",08:00,16tum‐578‐of,2016-09-06,NA,NA,Tufts University
2016-09-07,"theft from building, off campus, 30 lower campus rd, med/som",19:25,16tum‐581‐of,2016-09-07,NA,NA,Tufts University
