case_number,date_reported,time_reported,date_occurred,time_occurred,location,university,incident
19-32,2019-01-13,04:25,2019-01-11,02:00,"University Towers Residence Hall, 5505 Montezuma Rd, San Diego",San Diego State University,Petty Theft
19-320,2019-03-15,02:09,2019-03-14,08:00,"Alvarado Research & Professional Ctr 9, 6386 Alvarado Ct, San Diego",San Diego State University,Petty Theft
19-321,2019-03-15,02:22,2019-03-15,08:30,"Aztec Corner Apartments 5504, 5504 Montezuma Rd, San Diego",San Diego State University,Arson:inhabited Structure Possess Arson Material
19-322,2019-03-15,05:08,2019-03-15,05:10,"Hillel House, 5717 Lindo Paseo Av, San Diego",San Diego State University,Vandalism ($400 or less) -Misd Grnd Thft:prop/Etc $950+
19-323,2019-03-15,05:53,2019-03-15,05:15,"Parking 1, 5355 College Av, San Diego",San Diego State University,Burglary
19-324,2019-03-15,05:49,2019-03-14,00:00,"Parking 17A, 6115 Alvarado Rd, San Diego",San Diego State University,Vandalism:damage Property
19-325,2019-03-15,08:41,2019-03-15,08:30,"Parking 6, 5585 Hardy Av, San Diego",San Diego State University,Petty Theft
19-327,2019-03-16,08:12,2019-03-16,08:00,"The Granada Apartments, 5525 Hardy Av, San Diego",San Diego State University,Arson:inhabited Structure Possess Arson Material Burglary:Inhbtd Dwelling 1st Degree
19-329,2019-03-16,02:09,2019-03-12,00:30,"Piedra Del Sol Apartments, 5600 Hardy Av, San Diego",San Diego State University,Vandalism ($400 or More)-Fel Burglary:second Degree
19-33,2019-01-14,02:03,2019-01-14,08:50,"Engineering, 5925 Aztec Circle Dr, San Diego",San Diego State University,Petty Theft
19-330,2019-03-17,00:35,2019-03-17,00:35,"Conrad Prebys Aztec Student Union, 6075 Aztec Circle Dr, San Diego",San Diego State University,Bench Warrant For Fta
19-333,2019-03-17,07:49,2019-03-17,08:14,"Conrad Prebys Aztec Student Union, 6075 Aztec Circle Dr, San Diego",San Diego State University,Disord Conduct:alcohol
19-334,2019-03-17,00:59,2019-03-17,01:05,"7-ELEVEN, 5141 College Av, San Diego",San Diego State University,Disrd Conduct:drug W/Alc
19-337,2019-03-19,04:27,2019-03-19,04:27,"Conrad Prebys Aztec Student Union, 6075 Aztec Circle Dr, San Diego",San Diego State University,Disord Conduct:alcohol
19-338,2019-03-19,07:16,2019-03-15,07:00,"Parking 17C, 6205 Alvarado Rd, San Diego",San Diego State University,Petty Theft
19-339,2019-03-19,02:17,2019-03-19,02:48,"Aztec Shops Bookstore, 5975 Aztec Circle Dr, San Diego",San Diego State University,Petty Theft Shoplift
19-34,2019-01-15,09:25,2019-01-15,08:57,"Conrad Prebys Aztec Student Union, 6075 Aztec Circle Dr, San Diego",San Diego State University,Petty Theft
19-341,2019-03-19,06:47,2019-03-19,06:47,"Starbucks Coffee At Asu, 6075 Aztec Circle Dr, San Diego",San Diego State University,Petty Theft
19-342,2019-03-19,01:37,2019-03-19,01:40,"Parking 7, 5100 55TH St, San Diego",San Diego State University,Display Unauth Disabled Placard
19-343,2019-03-20,00:45,2019-03-20,00:38,"Conrad Prebys Aztec Student Union, 6075 Aztec Circle Dr, San Diego",San Diego State University,Asslt w/Deadly Weapon:Not Firearm Nonstudnt Refuse Leav Sch
19-344,2019-03-20,01:17,NA,NA,"Scripps Cottage, 5325 Scripps Terrace, San Diego",San Diego State University,Violation Of Parole:fel
19-346,2019-03-20,00:14,NA,NA,"East Commons Convenience Store, 5965 Aztec Circle Dr, San Diego",San Diego State University,Petty Theft Shoplift Poss Controlled Substance-M
19-349,2019-03-20,08:43,2019-03-16,07:30,"Cuicacalli Residence Hall, Cuicacalli Walk, San Diego",San Diego State University,Petty Theft
19-35,2019-01-15,01:52,2019-01-15,02:40,"Aztec Shops Bookstore, 5975 Aztec Circle Dr, San Diego",San Diego State University,Petty Theft Shoplift
19-350,2019-03-20,08:15,NA,NA,"Aztec Shops Bookstore, 5975 Aztec Circle Dr, San Diego",San Diego State University,Petty Theft Petty Theft
19-351,2019-03-20,00:39,2019-03-20,00:39,"Mts Transit Center, 5260 Campanile Dr, San Diego",San Diego State University,Petty Theft
19-353,2019-03-21,00:05,2019-03-21,03:00,"Aztec Recreation Center, 5335 55TH St, San Diego",San Diego State University,Grnd Thft:prop/Etc $950-
19-36,2019-01-15,03:32,2019-01-15,03:32,"5300 55TH St, San Diego",San Diego State University,Auto Theft - Other Agency Assist
19-360,2019-03-22,00:15,2019-03-22,00:15,"Tony Gwynn Stadium, 5405 Remington Rd, San Diego",San Diego State University,Bench Warrant For Fta
19-362,2019-03-22,03:50,2019-03-07,04:00,"UPD Substation, 6001 Lindo Paseo Av, San Diego",San Diego State University,Petty Theft
19-363,2019-03-22,01:47,2019-03-22,02:35,"5800 Montezuma Rd, San Diego",San Diego State University,Disord Conduct:alcohol
19-364,2019-03-23,00:50,NA,NA,"Alberts College Apartments Lee Plaza, 5485 55TH St, San Diego",San Diego State University,Grnd Thft:prop/Etc $950+
19-366,2019-03-24,04:42,2019-03-24,04:42,"Mts Transit Center, 5260 Campanile Dr, San Diego",San Diego State University,Nonstudnt Refuse Leav Sch
19-367,2019-03-24,07:58,2019-03-24,08:30,"Centennial Walk, San Diego",San Diego State University,Disord Conduct:u Inf Drug
19-368,2019-03-24,08:55,2019-03-22,03:00,"Tenochca Bike Racks, Cuicacalli Walk, San Diego",San Diego State University,Petty Theft
19-370,2019-03-24,00:01,2019-03-24,00:00,"South Art, 5720 Avenue Of Arts, San Diego",San Diego State University,Vandalism:damage Property
19-372,2019-03-25,09:59,2019-03-21,07:00,"Chapultepec Residence Hall, 5400 Remington Rd, San Diego",San Diego State University,Petty Theft
19-373,2019-03-25,00:19,2019-03-25,00:38,"Alvarado Research & Professional Ctr 9, 6386 Alvarado Ct, San Diego",San Diego State University,Poss Controlled Substance-M Poss Cntrlld Substnc Paraphernalia
19-374,2019-03-25,02:08,2019-03-25,02:35,"Aztec Shops Bookstore, 5975 Aztec Circle Dr, San Diego",San Diego State University,Petty Theft Shoplift Poss Marij 28.5 gms 18-21 yrs
19-375,2019-03-25,04:15,2019-03-25,04:34,"Aztec Shops Bookstore, 5975 Aztec Circle Dr, San Diego",San Diego State University,Petty Theft
19-376,2019-03-25,07:33,2019-03-25,07:51,"Aztec Shops Bookstore, 5975 Aztec Circle Dr, San Diego",San Diego State University,Petty Theft Shoplift
19-380,2019-03-26,02:35,2019-03-26,02:30,"Music, 5310 Campanile Dr, San Diego",San Diego State University,Petty Theft
19-383,2019-03-27,01:20,2019-03-26,01:10,"South Campus Plaza Garage, 5850 Lindo Paseo Av, San Diego",San Diego State University,Petty Theft Petty Theft Tamper/Etc W/Firealrm/Etc
19-384,2019-03-27,01:42,2019-03-27,01:42,"Parking 6, 5585 Hardy Av, San Diego",San Diego State University,Send/Etc False Fire Alarm
19-385,2019-03-27,08:18,2019-03-26,06:00,"Parking 12, 5530 Aztec Circle Dr, San Diego",San Diego State University,Vandalism Less than $400
19-386,2019-03-27,01:43,2019-03-26,06:00,"Peterson Gym, 5340 55TH St, San Diego",San Diego State University,Petty Theft
19-387,2019-03-27,01:46,2019-03-25,03:20,"Aztec Recreation Center, 5335 55TH St, San Diego",San Diego State University,Petty Theft
19-388,2019-03-27,06:06,2019-03-27,06:03,"Montezuma Rd/Yerba Santa Dr, San Diego",San Diego State University,Drive W/O License
19-389,2019-03-28,01:34,2019-03-27,03:00,"Aztec Recreation Center, 5335 55TH St, San Diego",San Diego State University,Petty Theft
19-39,2019-01-16,02:48,2019-01-16,03:36,"Aztec Shops Bookstore, 5975 Aztec Circle Dr, San Diego",San Diego State University,Petty Theft Shoplift
19-390,2019-03-28,01:53,2019-03-26,05:00,"Parking 4, 5105 East Campus Dr, San Diego",San Diego State University,Tamper With Vehicle
19-391,2019-03-28,02:27,2018-03-27,01:30,"5700 Hardy Av, San Diego",San Diego State University,Tamper With Vehicle Petty Theft
19-392,2019-03-28,03:54,2019-03-28,03:30,"Aztec Shops Bookstore, 5975 Aztec Circle Dr, San Diego",San Diego State University,Shoplift
19-393,2019-03-28,05:14,2019-03-21,05:00,"Parking 7, 5100 55TH St, San Diego",San Diego State University,Vandalism:damage Property
19-394,2019-03-28,00:38,2019-03-28,00:38,"Eureka, 5140 College Av, San Diego",San Diego State University,Disord Conduct:alcohol
19-395,2019-03-28,01:52,2019-03-28,01:45,"Exercise And Nutritional Sciences, 5320 Campanile Dr, San Diego",San Diego State University,Petty Theft
19-396,2019-03-29,00:28,2019-03-29,00:39,"East Alley, 5100 College Av, San Diego",San Diego State University,Disord Conduct:alcohol
19-397,2019-03-29,01:38,2019-03-22,00:30,"5800 Hardy Av, San Diego",San Diego State University,Vandalism:damage Property
19-399,2019-03-29,08:56,2019-03-29,08:58,"Lee And Frank Goldberg Courtyard, 6075 Aztec Circle Dr, San Diego",San Diego State University,Disord Conduct:u Inf Drug Nonstudnt Refuse Leav Sch
19-40,2019-01-16,03:27,2019-01-16,03:50,"University Towers Residence Hall, 5505 Montezuma Rd, San Diego",San Diego State University,Bench Warrant For Fta
19-400,2019-03-29,04:48,2019-03-29,05:02,"Parking 7, 5400 Montezuma Rd, San Diego",San Diego State University,Violation Of Parole:fel
19-401,2019-03-30,06:42,2019-03-30,06:52,"Conrad Prebys Aztec Student Union, 6075 Aztec Circle Dr, San Diego",San Diego State University,Under Influence Cntl Sub Poss Cntrlld Substnc Paraphernalia Nonstudnt Refuse Leav Sch
19-403,2019-03-31,01:04,2019-03-31,03:00,"Fraternity Row, 5255 55TH St, San Diego",San Diego State University,Burglary Conspiracy:commit Crime Battery On Person
19-404,2019-03-31,00:15,2019-03-31,00:15,"Parking 1, 5355 College Av, San Diego",San Diego State University,Vandalism:deface Property
19-405,2019-03-16,07:40,2019-03-16,08:05,"Starbucks Coffee At Asu, 6075 Aztec Circle Dr, San Diego",San Diego State University,Petty Theft
19-406,2019-04-02,05:18,2019-04-02,05:45,"Aztec Shops Bookstore, 5975 Aztec Circle Dr, San Diego",San Diego State University,Petty Theft Shoplift
19-409,2019-04-04,01:14,2019-04-04,01:14,"Hardy Elementary School, 5420 Montezuma Rd, San Diego",San Diego State University,Smoke/Ingest Mari While Driving
19-410,2019-04-04,04:31,2019-04-04,04:05,"Aztec Shops Bookstore, 5975 Aztec Circle Dr, San Diego",San Diego State University,Petty Theft
19-411,2019-04-04,04:34,NA,NA,"North Art, 5730 Avenue Of Arts, San Diego",San Diego State University,Vandalism Less than $400
19-417,2019-04-07,09:33,2019-04-07,09:38,"5100 College Av, San Diego",San Diego State University,Disord Conduct:alcohol
19-418,2019-04-08,00:29,2019-04-08,01:32,"Big City Bagels At Peterson Gym, 5340 55TH St, San Diego",San Diego State University,Disord Conduct:u Inf Drug
19-42,2019-01-17,01:51,NA,NA,"Gateway, 5250 Campanile Dr, San Diego",San Diego State University,Vandalism Less than $400
19-420,2019-04-08,02:59,NA,NA,"Gateway, 5250 Campanile Dr, San Diego",San Diego State University,Vandalism: Deface Property
19-421,2019-04-08,05:42,2019-04-08,05:30,"Physical Sciences, 5425 Campanile Dr, San Diego",San Diego State University,Petty Theft
19-422,2019-04-08,06:50,NA,NA,"Aztec Recreation Center, 5335 55TH St, San Diego",San Diego State University,Petty Theft
19-424,2019-04-08,00:32,2019-04-08,09:30,"Aztec Recreation Center, 5335 55TH St, San Diego",San Diego State University,Grnd Thft:prop/Etc $950+
19-425,2019-04-09,01:22,2019-04-09,01:20,"Aztec Recreation Center, 5335 55TH St, San Diego",San Diego State University,Petty Theft
19-426,2019-04-09,01:50,2019-04-09,01:52,"7-ELEVEN, 5141 College Av, San Diego",San Diego State University,Disord Conduct:alcohol
19-427,2019-04-09,06:24,2019-04-09,06:48,"Starbucks Coffee At College Square, 6001 Lindo Paseo Av, San Diego",San Diego State University,Contempt:disobey Crt Ordr False Id To Specific Police Officer
19-428,2019-04-09,09:56,2019-04-09,00:09,"Alvarado Research & Professional Ctr 1, 6475 Alvarado Rd, San Diego",San Diego State University,Poss Controlled Substance-M
19-43,2019-01-18,02:22,2019-01-18,02:56,"5200 College Av, San Diego",San Diego State University,Bench Warrant For Fta
19-431,2019-04-09,03:50,2019-04-09,04:20,"Aztec Shops Bookstore, 5975 Aztec Circle Dr, San Diego",San Diego State University,Petty Theft
19-432,2019-04-09,06:44,2019-04-09,04:30,"Aztec Recreation Center, 5335 55TH St, San Diego",San Diego State University,Petty Theft
19-434,2019-04-10,07:32,2019-04-10,07:30,"Calpulli Center, 5700 Hardy Av, San Diego",San Diego State University,Petty Theft
19-436,2019-04-10,06:04,2019-04-10,05:00,"Parking 1, 5355 College Av, San Diego",San Diego State University,Hit&run Prop Damag:notify
19-437,2019-04-11,07:10,2019-04-11,07:10,"5900 Lindo Paseo Av, San Diego",San Diego State University,Drive W/License Suspended
19-438,2019-04-11,02:08,2019-04-11,02:20,"Conrad Prebys Aztec Student Union, 6075 Aztec Circle Dr, San Diego",San Diego State University,Disord Conduct:u Inf Drug
19-439,2019-04-12,00:12,2019-04-12,00:12,"Delta Sigma Phi Fraternaty, 5560 Hardy Av, San Diego",San Diego State University,Exhibit Deadwpn:not F/Arm
19-44,2019-01-18,00:54,NA,NA,"Aztec Shops Bookstore, 5975 Aztec Circle Dr, San Diego",San Diego State University,Shoplift Nonstudnt Refuse Leav Sch Petty Theft
19-441,2019-04-12,09:27,2019-04-05,05:46,"Alvarado Research & Professional Ctr 8, 6367 Alvarado Ct, San Diego",San Diego State University,Burglary Vandalism:damage Property
19-442,2019-04-12,01:40,NA,NA,"Parking 17A, 6115 Alvarado Rd, San Diego",San Diego State University,Tamper With Vehicle
19-445,2019-04-12,08:53,2019-04-12,09:30,"Conrad Prebys Aztec Student Unio, 6075 Aztec Circle Dr, San Diego",San Diego State University,Nonstudnt Refuse Leav Sch
19-446,2019-04-12,01:21,2019-04-12,01:21,"Chipotle Mexican Grill At Asu, 6075 Aztec Circle Dr, San Diego",San Diego State University,Disord Conduct:alcohol Nonstudnt Refuse Leav Sch
19-447,2019-04-13,01:46,2019-04-13,01:46,"Starbucks Coffee At College Square, 6001 Lindo Paseo Av, San Diego",San Diego State University,Disord Conduct:u Inf Drug
19-448,2019-04-13,01:58,2019-04-13,05:18,"5100 Campanile Dr, San Diego",San Diego State University,DUI Alcohol DUI Alcohol/0.08 Percent
19-449,2019-04-13,08:56,2019-04-13,09:30,"Peterson Gym, 5340 55TH St, San Diego",San Diego State University,Grnd Thft:prop/Etc $950+ Conspiracy:commit Crime
19-450,2019-04-13,05:39,2019-04-13,05:39,"Ens 700, 5710 Aztec Walk, San Diego",San Diego State University,Contempt:disobey Crt Ordr
19-451,2019-04-13,01:49,2019-04-13,02:17,"Starbucks Coffee At Asu, 6075 Aztec Circle Dr, San Diego",San Diego State University,Nonstudnt Refuse Leav Sch
19-453,2019-04-14,08:42,2019-04-14,08:54,"Adams Humanities, 5305 Campanile Dr, San Diego",San Diego State University,Contempt:disobey Crt Ordr
19-454,2019-04-14,00:17,2019-04-12,08:10,"Black Resource Center, 5723 Lindo Paseo Av, San Diego",San Diego State University,Vandalism ($400 or More)-Fel
19-455,2019-04-14,04:01,NA,NA,"Aztec Recreation Center, 5335 55TH St, San Diego",San Diego State University,Petty Theft
19-457,2019-04-14,08:26,2019-04-14,08:49,"Starbucks Coffee At Asu, 6075 Aztec Circle Dr, San Diego",San Diego State University,Nonstudnt Refuse Leav Sch
19-458,2019-04-15,04:21,2019-04-12,03:45,"Physical Sciences, 5425 Campanile Dr, San Diego",San Diego State University,Vandalism:damage Property
19-459,2019-04-15,04:33,2019-04-15,04:30,"Tacuba Residence Hall, 5150 East Campus Dr, San Diego",San Diego State University,Grnd Thft:prop/Etc $950+
19-46,2019-01-18,08:21,2019-01-18,08:15,"South Campus Plaza North, 5140 College Av, San Diego",San Diego State University,Ind Exp:ill Entr Occ Dwel Contempt:disobey Crt Ordr
19-460,2019-04-15,00:40,2019-04-15,00:00,"Aztec Recreation Center, 5335 55TH St, San Diego",San Diego State University,Grnd Thft:prop/Etc $950+
19-461,2019-04-15,03:29,2019-04-14,01:15,"Montage, 5030 College Av, San Diego",San Diego State University,Robbery
19-462,2019-04-15,05:40,2019-04-15,06:05,"Parking 17, 6115 Alvarado Rd, San Diego",San Diego State University,Bench Warrant For Fta
19-463,2019-04-15,00:26,2019-04-15,00:30,"Parking 12, 5530 Aztec Circle Dr, San Diego",San Diego State University,Hit&run Prop Damag:notify
19-464,2019-04-15,00:35,2019-04-15,00:35,"Conrad Prebys Aztec Student Unio, 6075 Aztec Circle Dr, San Diego",San Diego State University,Nonstudnt Refuse Leav Sch
19-465,2019-04-15,02:38,2019-04-15,02:30,"Aztec Recreation Center, 5335 55TH St, San Diego",San Diego State University,Petty Theft
19-466,2019-04-16,09:24,NA,NA,"Hardy Memorial Tower, 5450 Campanile Dr, San Diego",San Diego State University,Vandalism:damage Property
19-467,2019-04-16,01:39,2019-04-15,01:30,"Parking 4, 5105 East Campus Dr, San Diego",San Diego State University,Burglary
19-468,2019-04-16,02:30,2019-04-15,05:01,"Aztec Recreation Center, 5335 55TH St, San Diego",San Diego State University,Petty Theft
19-469,2019-04-16,02:49,NA,NA,"Aztec Shops Bookstore, 5975 Aztec Circle Dr, San Diego",San Diego State University,Petty Theft Theft Personal Property
19-47,2019-01-19,07:01,2019-01-19,07:01,"5600 Hardy Av, San Diego",San Diego State University,Expired Registration
19-470,2019-04-16,03:48,NA,NA,"Tarastec Apartments, 5445 55TH St, San Diego",San Diego State University,Grnd Thft:prop/Etc $950-
19-472,2019-04-16,02:23,2019-04-16,00:00,"Aztec Recreation Center, 5335 55TH St, San Diego",San Diego State University,Petty Theft
19-473,2019-04-17,00:06,2019-04-17,00:35,"Aztec Shops Bookstore, 5975 Aztec Circle Dr, San Diego",San Diego State University,Petty Theft Shoplift
19-474,2019-04-17,05:53,2019-04-17,05:20,"Aztec Recreation Center, 5335 55TH St, San Diego",San Diego State University,Grnd Thft:prop/Etc $950+
19-476,2019-04-17,02:50,2019-04-17,02:40,"University Towers Residence Hall, 5505 Montezuma Rd, San Diego",San Diego State University,Malicious Mischief To Veh Vandalism:damage Property
19-477,2019-04-17,09:10,2019-04-17,08:45,"Aztec Recreation Center, 5335 55TH St, San Diego",San Diego State University,Petty Theft
19-478,2019-04-17,00:55,2019-04-17,09:30,"Conrad Prebys Aztec Student Union, 6075 Aztec Circle Dr, San Diego",San Diego State University,Grnd Thft:prop/Etc $950-
19-479,2019-04-18,06:17,2019-04-17,05:15,"Asu Arc Express, 6075 Aztec Circle Dr, San Diego",San Diego State University,Petty Theft
19-48,2019-01-19,01:11,2019-01-19,01:11,"MC Donalds, 5824 Montezuma Rd, San Diego",San Diego State University,Expired Registration
19-481,2019-04-19,01:32,2019-04-19,01:30,"Campanile Dr/Hardy Av, San Diego",San Diego State University,DUI Alcohol DUI Alcohol/0.08 Percent Obstruct/Resist Exec Off
19-482,2019-04-19,07:17,2019-04-19,07:17,"Starbucks Coffee At Asu, 6075 Aztec Circle Dr, San Diego",San Diego State University,Nonstudnt Refuse Leav Sch
