year,university,sexual_assault,alcohol_offense,drug_offense,theft,robbery_burglary,alcohol_offense_strict,noise_offense,treatment,rape,unit_id,control_of_institution,level_of_institution,total_price_oncampus_oos,total_price_oncampus_is,total_price_oncampus_id,total_price_offcampus_id,total_price_offcampus_is,total_price_offcampus_oos,total_price_offcampus_id_wfam,total_price_offcampus_is_wfam,total_price_offcampus_oos_wfam,frac_admitted_total,fulltime_retention_rate,undergraduate_enrollment,fulltime_undergraduate_enrollment,frac_total_black,frac_total_hispanic_latino,frac_total_asian,frac_total_white,frac_undergrad_asian,frac_undergrad_white,frac_undergrad_hispanic_latino,frac_undergrad_black,frac_ftime_undergrad_instate,frac_ftime_undergrad_outofstate,frac_ftime_undergrad_foreign_countries,total_enrollment,fulltime_enrollment,graduation_rate_total_cohort,frac_ftime_undergrad_award_any_financial_aid,frac_ftime_undergrad_award_student_loans,frac_core_revenues_tuition_fees,frac_core_revenues_state_apro,frac_core_revenues_local_apro,frac_core_revenues_gov_contracts,frac_core_revenues_priv_gifts_grants,frac_core_revenues_invest_return,frac_core_revenues_other,endowment_assests,state_abbreviation,degreegranting_status,longitude,latitude,calendar_system,sat_math_25,sat_math_75,sat_reading_75,sat_reading_25,student_to_faculty_ratio,sector_desc,sector_cd,noncampus_weapon,noncampus_drug,noncampus_liquor,oncampus_weapon,oncampus_drug,oncampus_liquor,publicproperty_weapon,publicproperty_drug,publicproperty_liquor,reported_weapon,reported_drug,reported_liquor,residencehall_weapon,residencehall_drug,residencehall_liquor,noncampus_murd,noncampus_neg_m,noncampus_rape,noncampus_fondl,noncampus_inces,noncampus_statr,noncampus_robbe,noncampus_agg_a,noncampus_burgla,noncampus_vehic,noncampus_arson,oncampus_murd,oncampus_neg_m,oncampus_rape,oncampus_fondl,oncampus_inces,oncampus_statr,oncampus_robbe,oncampus_agg_a,oncampus_burgla,oncampus_vehic,oncampus_arson,publicproperty_murd,publicproperty_neg_m,publicproperty_rape,publicproperty_fondl,publicproperty_inces,publicproperty_statr,publicproperty_robbe,publicproperty_agg_a,publicproperty_burgla,publicproperty_vehic,publicproperty_arson,reported_murd,reported_neg_m,reported_rape,reported_fondl,reported_inces,reported_statr,reported_robbe,reported_agg_a,reported_burgla,reported_vehic,reported_arson,residencehall_murd,residencehall_neg_m,residencehall_rape,residencehall_fondl,residencehall_inces,residencehall_statr,residencehall_robbe,residencehall_agg_a,residencehall_burgla,residencehall_vehic,residencehall_arson,reason1,reason2,reason3,university_enacted_1,university_enacted_2,clery_sexual_assault,clery_alcohol,clery_drug,clery_robbery,clery_offcampus_sexual_assault,clery_oncampus_sexual_assault,clery_oncampus_drug,clery_oncampus_liquor,residencehall_sexual_assault,clery_sexual_assault_per_25k,clery_alcohol_per_25k,clery_drug_per_25k,clery_robbery_per_25k,clery_offcampus_sexual_assault_per_25k,clery_oncampus_sexual_assault_per_25k,clery_oncampus_drug_per_25k,clery_oncampus_liquor_per_25k,residencehall_sexual_assault_per_25k,residencehall_drug_per_25k,residencehall_liquor_per_25k,sexual_assault_per_25k,alcohol_offense_per_25k,robbery_burglary_per_25k,drug_offense_per_25k,noncampus_liquor_per_25k,noncampus_drug_per_25k,noncampus_rape_per_25k
2018,James Madison University,12,771,399,48,4,770,21,0,0,232423,Public,4-year,43756,27356,27356,27356,27356,43756,16844,16844,33244,0.71,90,19923,18881,0.05,0.07,0.04,0.75,0.05,0.75,0.07,0.05,0.73,0.26,0.01,21751,19914,84,0.62,0.42,0.59,0.25,0,0.09,0.01,0.01,0.05,4887,VA,1,-78.870484,38.436311,Semester,550,640,650,570,16,"Public, 4-year or above",1,0,0,0,0,79,678,0,0,0,0,0,0,0,77,667,0,0,0,1,0,0,1,0,1,0,0,0,0,8,4,0,0,0,5,7,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,4,6,0,0,NA,NA,NA,NA,NA,13,678,79,2,1,12,79,678,10,14.941841754402096,779.2745161142017,90.8004229690589,2.29874488529263,1.149372442646315,13.79246931175578,90.8004229690589,779.2745161142017,11.493724426463151,88.50167808376627,766.6314192450922,13.79246931175578,886.166153280309,4.59748977058526,458.59960461587974,0,0,0
2019,James Madison University,10,486,373,52,7,486,36,0,1,232423,Public,4-year,45082,28182,28182,28182,28182,45082,17244,17244,34144,0.77,89,19895,18798,0.05,0.07,0.05,0.75,0.05,0.75,0.07,0.05,NA,NA,NA,21820,19846,84,NA,NA,0.55,0.22,0,0.08,0.01,0.01,0.12,5231,NA,NA,-78.870484,38.436311,Semester,550,640,650,570,16,"Public, 4-year or above",1,0,0,0,0,42,579,0,0,0,0,0,0,0,39,542,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,0,0,0,1,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,0,0,1,7,0,1,NA,NA,NA,NA,NA,14,579,42,0,0,14,42,579,13,16.040329972502292,663.3822181484876,48.120989917506876,0,0,16.040329972502292,48.120989917506876,663.3822181484876,14.894592117323555,44.683776351970664,620.9899175068743,11.457378551787352,556.8285976168653,8.020164986251146,427.3602199816682,0,0,0
2014,Louisiana State University and Agricultural & Mechanical College,6,25,54,311,103,25,1,0,6,159391,Public,4-year,41867,24150,24150,29194,29194,46911,13930,13930,31647,0.77,85,25572,23195,0.11,0.05,0.03,0.71,0.04,0.74,0.06,0.11,0.81,0.18,0.01,31044,27462,67,0.95,0.3,0.32,0.25,0,0.23,0.07,0.03,0.1,17689,LA,1,-91.196656,30.552111,Semester,510,630,600,500,22,"Public, 4-year or above",1,0,0,0,0,32,15,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,1,7,5,53,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,30,0,0,death,unknown,NA,1,1,11,15,32,7,0,11,32,15,1,8.858394536786497,12.079628913799768,25.769875016106173,5.637160159773225,0,8.858394536786497,25.769875016106173,12.079628913799768,0.8053085942533179,18.522097667826312,0,4.831851565519907,20.13271485633295,82.94678520809174,43.48666408967917,0,0,0
2015,Louisiana State University and Agricultural & Mechanical College,3,30,129,336,413,30,25,0,1,159391,Public,4-year,42913,25750,25750,31142,31142,48305,15134,15134,32297,0.77,85,26156,23602,0.12,0.06,0.04,0.7,0.04,0.73,0.06,0.12,0.81,0.18,0.01,31524,27838,67,0.96,0.46,0.31,0.22,0,0.19,0.06,0.01,0.19,17335,LA,1,-91.178921,30.414983,Semester,510,640,620,510,23,"Public, 4-year or above",1,0,0,0,0,20,20,0,0,0,0,0,0,0,19,16,0,0,1,0,0,0,0,0,0,0,0,0,0,8,2,0,0,5,4,70,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,1,38,0,1,death,unknown,NA,1,1,11,20,20,5,1,10,20,20,3,8.723512244639005,15.860931353889102,15.860931353889102,3.9652328384722755,0.7930465676944549,7.930465676944551,15.860931353889102,15.860931353889102,2.379139703083365,15.067884786194647,12.688745083111279,2.379139703083365,23.79139703083365,327.5282324578099,102.3030072325847,0,0,0.7930465676944549
2016,Louisiana State University and Agricultural & Mechanical College,7,37,100,303,512,37,36,0,3,159391,Public,4-year,45611,28934,28934,33166,33166,49843,17394,17394,34071,0.76,83,26118,23212,0.12,0.06,0.04,0.7,0.04,0.72,0.06,0.12,0.81,0.18,0.01,31409,27389,68,0.95,0.53,0.32,0.22,0,0.2,0.06,0.03,0.18,15925,LA,1,-91.178921,30.414986,Semester,510,630,620,500,22,"Public, 4-year or above",1,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,3,6,47,19,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,17,0,1,death,unknown,NA,1,1,11,0,6,3,0,11,6,0,4,8.755452258906683,0,4.775701232130918,2.387850616065459,0,8.755452258906683,4.775701232130918,0,3.1838008214206117,4.775701232130918,0,5.5716514374860715,29.450157598140656,407.5265051418383,79.59502053551529,0,0,0
2017,Louisiana State University and Agricultural & Mechanical College,5,25,96,237,197,25,23,0.27945205479452057,1,159391,Public,4-year,46381,29704,29704,33966,33966,50643,17954,17954,34631,0.74,83,25444,22060,0.12,0.06,0.04,0.69,0.04,0.71,0.06,0.12,0.82,0.17,0.01,30861,26289,67,0.96,0.36,0.38,0.24,0,0.21,0.06,0,0.11,18296,LA,1,-91.178921,30.414986,Semester,530,650,640,530,20,"Public, 4-year or above",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,1,10,2,0,0,2,12,40,7,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,2,17,0,0,death,unknown,NA,1,1,13,0,0,3,1,12,0,0,2,10.531091021029779,0,0,2.430251774083795,0.8100839246945983,9.72100709633518,0,0,1.6201678493891967,0,0,4.050419623472992,20.25209811736496,159.58653316483588,77.76805677068144,0,0,0.8100839246945983
2018,Louisiana State University and Agricultural & Mechanical College,10,20,141,290,112,20,21,0.16164383561643836,0,159391,Public,4-year,47037,30360,30360,34818,34818,51495,18530,18530,35207,0.74,84,25233,22418,0.12,0.07,0.04,0.67,0.04,0.7,0.07,0.13,0.77,0.22,0.01,30983,26862,67,0.96,0.39,0.36,0.24,0,0.21,0.11,0,0.09,19842,LA,1,-91.178921,30.414986,Semester,530,650,640,540,20,"Public, 4-year or above",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,0,0,5,1,44,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2,0,0,0,1,14,0,0,death,unknown,NA,1,1,14,0,0,5,0,14,0,0,13,11.296517445050512,0,0,4.034470516089468,0,11.296517445050512,0,0,10.489623341832617,0,0,8.068941032178936,16.13788206435787,90.3721395604041,113.77206855372302,0,0,0
2019,Louisiana State University and Agricultural & Mechanical College,22,18,132,238,80,18,22,0,3,159391,Public,4-year,49639,32962,32962,35196,35196,51873,20686,20686,37363,0.75,83,25826,22726,0.13,0.07,0.04,0.66,0.05,0.69,0.07,0.13,0.76,0.23,0.01,31756,27225,68,NA,NA,0.33,0.21,0,0.2,0.16,0.03,0.07,19789,NA,NA,-91.178921,30.414986,Semester,530,660,650,550,20,"Public, 4-year or above",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,15,8,0,0,3,3,33,14,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0,0,1,0,25,0,1,death,unknown,NA,1,1,23,0,0,3,0,23,0,0,9,18.10681446025948,0,0,2.361758407859932,0,18.10681446025948,0,0,7.085275223579797,0,0,17.3195616576395,14.170550447159593,62.98022420959819,103.91736994583701,0,0,0
2014,Marshall University,4,21,21,98,8,21,0,0,0,237525,Public,4-year,28020,19520,19520,19516,19516,28016,13724,13724,22224,0.77,73,9536,8142,0.06,0.02,0.01,0.82,0.01,0.83,0.02,0.06,0.77,0.22,0.01,13381,10067,44,0.96,0.61,0.27,0.27,0,0.25,0.07,0.03,0.12,9163,WV,1,-82.43065,38.42261,Semester,440,550,550,430,19,"Public, 4-year or above",1,0,0,1,3,10,31,0,0,0,0,0,0,1,10,30,0,0,1,0,0,0,0,1,4,1,0,0,0,1,0,0,0,1,0,13,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,0,1,behavior,NA,NA,1,NA,2,32,10,1,1,1,10,31,1,3.736641506613855,59.78626410582168,18.68320753306928,1.8683207533069275,1.8683207533069275,1.8683207533069275,18.68320753306928,57.91794335251476,1.8683207533069275,18.68320753306928,56.04962259920783,7.47328301322771,39.23473581944548,14.94656602645542,39.23473581944548,1.8683207533069275,0,1.8683207533069275
2015,Marshall University,3,47,12,84,4,47,0,0,0,237525,Public,4-year,28882,20094,20094,20046,20046,28834,14012,14012,22800,0.88,73,9518,8005,0.05,0.02,0.01,0.79,0.01,0.82,0.02,0.06,0.8,0.19,0.01,13621,10136,45,0.95,0.59,0.31,0.29,0,0.24,0.09,0.01,0.06,9674,WV,1,-82.43065,38.42261,Semester,430,480,490,440,19,"Public, 4-year or above",1,0,0,0,0,12,40,0,0,0,0,0,0,0,12,40,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,behavior,NA,NA,1,NA,2,40,12,4,1,1,12,40,0,3.6708024374128185,73.41604874825637,22.02481462447691,7.341604874825637,1.8354012187064093,1.8354012187064093,22.02481462447691,73.41604874825637,0,22.02481462447691,73.41604874825637,5.506203656119228,86.26385727920123,7.341604874825637,22.02481462447691,0,0,0
2016,Marshall University,7,29,21,84,4,29,0,0,1,237525,Public,4-year,29954,20726,20726,20654,20654,29882,14382,14382,23610,0.89,75,9615,7997,0.05,0.02,0.01,0.79,0.01,0.82,0.02,0.06,0.81,0.19,0,13647,10178,45,0.95,0.59,0.33,0.27,0,0.24,0.1,-0.01,0.06,9756,WV,1,-82.428964,38.422482,Semester,430,560,575,450,19,"Public, 4-year or above",1,0,0,0,1,11,3,0,0,0,0,0,0,1,11,3,0,0,0,0,0,0,0,0,10,0,0,0,0,4,0,0,0,4,0,9,1,1,0,0,0,0,0,0,7,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,behavior,NA,NA,1,NA,4,3,11,11,0,4,11,3,3,7.327617791455998,5.495713343591999,20.150948926503993,20.150948926503993,0,7.327617791455998,20.150948926503993,5.495713343591999,5.495713343591999,20.150948926503993,5.495713343591999,12.823331135047995,53.12522898805599,7.327617791455998,38.46999340514399,0,0,0
2017,Marshall University,7,34,19,72,6,34,0,0,0,237525,Public,4-year,31448,21390,21390,21130,21130,31188,14896,14896,24954,0.9,72,9489,7846,0.05,0.02,0.01,0.79,0.01,0.82,0.02,0.06,0.8,0.19,0,13246,9975,49,0.96,0.58,0.32,0.26,0,0.23,0.09,0.04,0.06,10386,WV,1,-82.428964,38.422482,Semester,470,560,608,490,19,"Public, 4-year or above",1,0,0,0,1,12,45,0,0,0,0,0,0,1,7,43,0,0,0,0,0,0,0,0,1,0,0,0,0,2,4,0,0,3,1,7,1,0,1,0,1,0,0,0,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,1,2,0,0,behavior,NA,NA,1,NA,7,45,12,16,1,6,12,45,6,13.211535557904272,84.9313000150989,22.64834667069304,30.197795560924053,1.8873622225577533,11.32417333534652,22.64834667069304,84.9313000150989,11.32417333534652,13.211535557904272,81.15657556998339,13.211535557904272,64.17031556696361,11.32417333534652,35.85988222859731,0,0,0
2018,Marshall University,6,35,17,40,2,35,0,0.05753424657534246,0,237525,Public,4-year,32455,21969,21969,21785,21785,32271,15336,15336,25822,0.91,72,9593,7460,0.05,0.02,0.01,0.8,0.01,0.82,0.02,0.05,0.79,0.2,0.01,13204,9588,46,0.96,0.52,0.33,0.24,0,0.23,0.09,0.03,0.07,10877,WV,1,-82.428964,38.422482,Semester,440,550,580,470,18,"Public, 4-year or above",1,0,0,0,0,17,17,0,0,0,0,0,0,0,17,17,0,0,0,0,0,0,0,0,2,0,0,0,0,5,1,0,0,1,1,9,1,0,0,0,2,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,2,0,0,behavior,NA,NA,1,NA,8,17,17,8,2,6,17,17,3,15.14692517418964,32.18721599515298,32.18721599515298,15.14692517418964,3.78673129354741,11.36019388064223,32.18721599515298,32.18721599515298,5.680096940321115,32.18721599515298,32.18721599515298,11.36019388064223,66.26779763707967,3.78673129354741,32.18721599515298,0,0,0
2019,Marshall University,6,25,28,34,1,25,0,0,0,237525,Public,4-year,33297,22443,22443,22179,22179,33033,15549,15549,26403,0.87,73,9415,7123,0.05,0.02,0.01,0.81,0.01,0.83,0.02,0.05,0.79,0.2,0.01,12852,9199,49,NA,NA,0.33,0.25,0,0.24,0.09,0.02,0.07,12839,NA,NA,-82.428964,38.422482,Semester,460,560,590,480,18,"Public, 4-year or above",1,0,0,0,0,5,34,0,0,0,0,0,0,0,5,33,0,0,0,0,0,0,1,1,4,1,0,0,0,5,1,0,0,1,2,4,1,0,0,0,2,0,0,0,4,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,behavior,NA,NA,1,NA,8,34,5,6,2,6,5,34,4,15.561780267662622,66.13756613756614,9.726112667289138,11.671335200746967,3.8904450669156554,11.671335200746967,9.726112667289138,66.13756613756614,7.780890133831311,9.726112667289138,64.19234360410832,11.671335200746967,48.63056333644569,1.9452225334578277,54.46623093681918,0,0,0
2014,Michigan State University,24,564,283,613,129,564,0,0,0,171100,Public,4-year,47115,25350,25350,25350,25350,47115,16146,16146,37911,0.66,92,38786,35341,0.06,0.04,0.04,0.66,0.04,0.68,0.04,0.07,0.71,0.13,0.15,50081,43708,79,0.66,0.43,0.35,0.12,0,0.17,0.06,0.15,0.16,56833,MI,1,-84.473639,42.72476,Semester,540,690,580,430,17,"Public, 4-year or above",1,0,0,0,8,546,1214,0,0,0,0,0,0,8,546,1214,0,0,2,0,0,0,0,6,9,1,1,0,0,13,8,0,0,12,10,124,18,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,0,0,1,2,105,0,4,NA,NA,NA,NA,NA,23,1214,546,12,2,21,546,1214,14,11.481400131786506,606.0182504342964,272.5584553024101,5.99029572093209,0.9983826201553484,10.483017511631157,272.5584553024101,606.0182504342964,6.9886783410874385,272.5584553024101,606.0182504342964,11.98059144186418,281.5438988838082,64.39567900001997,141.2711407519818,0,0,0.9983826201553484
2015,Michigan State University,23,419,241,526,89,419,0,0,0,171100,Public,4-year,48848,26048,26048,26048,26048,48848,16524,16524,39324,0.66,92,39143,35645,0.07,0.04,0.05,0.66,0.05,0.67,0.04,0.07,0.73,0.14,0.13,50538,44026,77,0.68,0.44,0.38,0.13,0,0.18,0.07,0.04,0.19,58903,MI,1,-84.476111,42.73212,Semester,530,680,580,450,17,"Public, 4-year or above",1,0,0,0,5,547,1057,0,0,0,0,0,0,3,546,1057,0,0,3,1,0,0,0,2,11,4,2,0,0,15,5,0,0,3,14,83,22,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2,0,0,1,8,68,0,1,NA,NA,NA,NA,NA,24,1057,547,3,4,20,547,1057,15,11.872254541137362,522.8738770825913,270.58846808342236,1.4840318176421703,1.9787090901895605,9.893545450947801,270.58846808342236,522.8738770825913,7.420159088210852,270.09379081087496,522.8738770825913,11.377577268589972,207.26977719735646,44.02627725671772,119.21722268392102,0,0,1.4840318176421703
2016,Michigan State University,41,431,333,514,85,431,0,0,0,171100,Public,4-year,51118,27290,27290,27290,27290,51118,17506,17506,41334,0.66,91,39090,35447,0.07,0.04,0.05,0.66,0.05,0.67,0.04,0.07,0.7,0.16,0.14,50340,43695,78,0.67,0.41,0.4,0.13,0,0.19,0.07,-0.05,0.27,56999,MI,1,-84.476111,42.73212,Semester,540,670,590,450,17,"Public, 4-year or above",1,0,0,0,3,662,1000,0,0,0,0,0,0,3,662,999,0,0,68,3,0,0,1,4,2,6,3,0,0,17,6,0,0,9,12,73,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,5,0,0,4,3,48,0,0,NA,NA,NA,NA,NA,94,1000,662,10,71,23,662,1000,20,46.68255860150973,496.62296384584823,328.7644020659516,4.966229638458482,35.26023043305522,11.42232816845451,328.7644020659516,496.62296384584823,9.932459276916964,328.7644020659516,496.12634088200235,20.36154151767978,214.04449741756062,42.2129519268971,165.37544696066746,0,0,33.77036154151768
2017,Michigan State University,46,314,322,582,86,314,0,0,0,171100,Public,4-year,53424,28478,28478,28478,28478,53424,18452,18452,43398,0.72,91,38996,35404,0.07,0.04,0.05,0.66,0.05,0.67,0.04,0.07,0.73,0.15,0.12,50019,43507,79,0.66,0.41,0.33,0.11,0,0.15,0.06,0.15,0.2,68205,MI,1,-84.476111,42.73212,Semester,550,670,650,550,16,"Public, 4-year or above",1,0,0,0,8,528,832,0,0,0,0,0,0,8,528,830,0,0,152,12,0,0,1,0,6,7,0,0,0,26,14,0,0,1,14,94,30,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,7,0,0,0,4,82,0,0,NA,NA,NA,NA,NA,204,832,528,3,164,40,528,832,21,101.96125472320519,415.84198004758196,263.89971810711927,1.4994302165177231,81.9688518363022,19.992402886902976,263.89971810711927,415.84198004758196,10.496011515624064,263.89971810711927,414.8423599032368,22.991263319938422,156.94036266218836,42.9836662068414,160.93884323956897,0,0,75.97113097023131
2018,Michigan State University,86,130,241,458,60,130,0,0,0,171100,Public,4-year,54168,28862,28862,28862,28862,54168,18540,18540,43846,0.78,92,39423,35744,0.07,0.05,0.06,0.66,0.06,0.68,0.05,0.07,0.78,0.14,0.09,50351,43863,80,0.7,0.42,0.34,0.11,0,0.17,0.06,0.13,0.19,72908,MI,1,-84.476111,42.73212,Semester,550,660,650,560,16,"Public, 4-year or above",1,0,0,2,1,459,836,0,0,0,0,0,0,1,459,836,0,0,969,146,0,0,0,1,3,10,0,0,0,43,16,0,0,2,23,48,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,2,0,0,0,6,37,0,0,NA,NA,NA,NA,NA,1174,838,459,2,1115,59,459,836,26,582.9079859387102,416.07912454568924,227.90014101010902,0.9930289368632201,553.6136323012453,29.294353637464997,227.90014101010902,415.0860956088261,12.909376179221862,227.90014101010902,415.0860956088261,42.70024428511847,64.54688089610931,29.790868105896607,119.65998689201804,0.9930289368632201,0,481.1225199102302
2019,Michigan State University,35,102,111,475,71,102,0,0,0,171100,Public,4-year,54436,29130,29130,29130,29130,54436,18608,18608,43914,0.71,91,39176,35722,0.07,0.05,0.06,0.66,0.06,0.68,0.05,0.07,0.76,0.16,0.08,49809,43693,81,NA,NA,0.35,0.12,0,0.18,0.06,0.1,0.19,75619,NA,NA,-84.476111,42.73212,Semester,550,670,650,550,16,"Public, 4-year or above",1,0,0,2,1,298,739,0,0,0,0,0,0,1,278,734,0,0,11,2,0,0,1,1,6,11,0,0,0,29,82,0,0,0,9,63,35,0,0,0,0,1,0,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,6,0,0,0,3,46,0,0,NA,NA,NA,NA,NA,125,741,298,3,14,111,298,739,20,62.73966552229516,371.9207372161657,149.57136260515168,1.505751972535084,7.026842538497059,55.712822983798105,149.57136260515168,370.916902567809,10.038346483567226,139.53301612158444,368.4073159469172,17.567106346242646,51.19556706619286,35.63613001666365,55.712822983798105,1.0038346483567226,0,5.521090565961975
2014,Monmouth University,0,64,14,56,2,64,0,0,0,185572,Private not-for-profit,4-year,48376,48376,48376,45776,45776,45776,36933,36933,36933,0.74,84,4634,4370,0.05,0.09,0.03,0.74,0.03,0.76,0.1,0.05,0.82,0.18,0.01,6395,5064,67,0.99,0.73,NA,NA,NA,NA,NA,NA,NA,NA,NJ,1,-74.006447,40.280066,Semester,490,580,560,470,14,"Private nonprofit, 4-year or above",2,0,4,0,1,31,142,0,0,0,0,0,0,1,24,139,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,3,0,0,behavior,NA,NA,1,NA,3,142,35,0,0,3,31,142,3,11.727912431587178,555.1211884284597,136.82564503518375,0,0,11.727912431587178,121.18842845973417,555.1211884284597,11.727912431587178,93.82329945269743,543.3932759968726,0,250.1954652071931,7.818608287724785,54.7302580140735,0,15.63721657544957,0
2015,Monmouth University,3,65,12,32,1,65,0,0,0,185572,Private not-for-profit,4-year,50250,50250,50250,47111,47111,47111,38144,38144,38144,0.74,83,4693,4450,0.05,0.1,0.03,0.72,0.03,0.74,0.11,0.05,0.82,0.18,0.01,6394,5187,67,0.99,0.74,NA,NA,NA,NA,NA,NA,NA,NA,NJ,1,-74.006447,40.280066,Semester,470,550,570,480,14,"Private nonprofit, 4-year or above",2,0,2,0,0,16,132,0,0,0,0,0,0,0,16,129,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,1,0,0,behavior,NA,NA,1,NA,6,132,18,0,0,6,16,132,5,23.459493274945263,516.1088520487958,70.3784798248358,0,0,23.459493274945263,62.55864873318737,516.1088520487958,19.54957772912105,62.55864873318737,504.3791054113231,11.729746637472632,254.14451047857366,3.9099155458242105,46.918986549890526,0,7.819831091648421,0
2016,Monmouth University,0,52,11,51,2,52,0,0,0,185572,Private not-for-profit,4-year,53110,53110,53110,49491,49491,49491,40524,40524,40524,0.77,79,4707,4490,0.06,0.11,0.04,0.7,0.03,0.72,0.12,0.05,0.84,0.16,0,6371,5186,70,0.99,0.74,NA,NA,NA,NA,NA,NA,NA,NA,NJ,1,-74.006447,40.280066,Semester,470,570,550,460,13,"Private nonprofit, 4-year or above",2,0,5,0,1,17,111,0,0,0,0,0,0,1,12,111,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,behavior,NA,NA,1,NA,5,111,22,1,1,4,17,111,2,19.620153822005964,435.5674148485324,86.32867681682625,3.9240307644011927,3.9240307644011927,15.69612305760477,66.70852299482029,435.5674148485324,7.848061528802385,47.08836917281432,435.5674148485324,0,204.04959974886202,7.848061528802385,43.16433840841312,0,19.620153822005964,3.9240307644011927
2017,Monmouth University,5,43,7,30,1,43,0,0,0,185572,Private not-for-profit,4-year,54859,54859,54859,50375,50375,50375,41408,41408,41408,0.74,79,4706,4502,0.06,0.12,0.03,0.7,0.03,0.71,0.13,0.05,0.74,0.24,0.01,6340,5156,70,0.99,0.72,NA,NA,NA,NA,NA,NA,NA,NA,NJ,1,-74.006447,40.280066,Semester,480,590,600,490,13,"Private nonprofit, 4-year or above",2,0,0,0,1,17,72,0,0,0,0,0,0,1,17,72,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,behavior,NA,NA,1,NA,10,72,17,1,0,10,17,72,6,39.43217665615142,283.9116719242902,67.03470031545741,3.9432176656151423,0,39.43217665615142,67.03470031545741,283.9116719242902,23.659305993690854,67.03470031545741,283.9116719242902,19.71608832807571,169.5583596214511,3.9432176656151423,27.60252365930599,0,0,0
