month,year,university,sexual_assault,alcohol_offense,drug_offense,theft,robbery_burglary,alcohol_offense_strict,noise_offense,treatment,closure_1,closure_1_end,closure_2,closure_2_end,university_enacted_1,university_enacted_2,reason1,reason2,unit_id,graduation_rate_total_cohort_,total_number_of_undergraduates_financial_aid_cohort_,state_abbreviation,fips_state_code,sector_of_institution,level_of_institution,control_of_institution,degree_granting_status,postsecondary_and_title_iv_institution_indicator,institutional_category,institution_size_category,longitude,latitude,x91,total_students_all,total_black_all,total_asian_all,total_women_all,total_men_all,total_undergrad_men,total_undergrad_women,total_undergrad_black,total_undergrad_asian,total_undergrad_hispanic,total_undergrad_white_men,total_undergrad_white_women,total_white_all,ftime_total_undergrad,ftime_total_undergrad_men,ftime_total_undergrad_women,total_students_undergrad
6,2017,Ball State University,0,3,2,9,6,3,0,0,2017-10-24T00:00:00Z,2018-01-31T00:00:00Z,NA,NA,1,NA,not following rules,NA,150136,62,17004,IN,18,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-85.409043,40.203431,NA,22513,1739,344,14291,8222,6881,10123,1396,219,849,5415,7909,17546,15203,6211,8992,17004
7,2017,Ball State University,0,7,1,7,1,7,0,0,2017-10-24T00:00:00Z,2018-01-31T00:00:00Z,NA,NA,1,NA,not following rules,NA,150136,62,17004,IN,18,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-85.409043,40.203431,NA,22513,1739,344,14291,8222,6881,10123,1396,219,849,5415,7909,17546,15203,6211,8992,17004
8,2017,Ball State University,2,19,10,6,1,19,0,0,2017-10-24T00:00:00Z,2018-01-31T00:00:00Z,NA,NA,1,NA,not following rules,NA,150136,62,17004,IN,18,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-85.409043,40.203431,NA,22513,1739,344,14291,8222,6881,10123,1396,219,849,5415,7909,17546,15203,6211,8992,17004
9,2017,Ball State University,4,16,20,8,2,16,0,0,2017-10-24T00:00:00Z,2018-01-31T00:00:00Z,NA,NA,1,NA,not following rules,NA,150136,62,17004,IN,18,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-85.409043,40.203431,NA,22513,1739,344,14291,8222,6881,10123,1396,219,849,5415,7909,17546,15203,6211,8992,17004
10,2017,Ball State University,2,32,10,4,4,32,0,0.23076923076923078,2017-10-24T00:00:00Z,2018-01-31T00:00:00Z,NA,NA,1,NA,not following rules,NA,150136,62,17004,IN,18,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-85.409043,40.203431,NA,22513,1739,344,14291,8222,6881,10123,1396,219,849,5415,7909,17546,15203,6211,8992,17004
11,2017,Ball State University,0,13,20,4,3,13,0,1,2017-10-24T00:00:00Z,2018-01-31T00:00:00Z,NA,NA,1,NA,not following rules,NA,150136,62,17004,IN,18,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-85.409043,40.203431,NA,22513,1739,344,14291,8222,6881,10123,1396,219,849,5415,7909,17546,15203,6211,8992,17004
12,2017,Ball State University,3,13,10,5,1,13,0,1,2017-10-24T00:00:00Z,2018-01-31T00:00:00Z,NA,NA,1,NA,not following rules,NA,150136,62,17004,IN,18,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-85.409043,40.203431,NA,22513,1739,344,14291,8222,6881,10123,1396,219,849,5415,7909,17546,15203,6211,8992,17004
1,2018,Ball State University,1,18,9,4,1,18,0,1,2017-10-24T00:00:00Z,2018-01-31T00:00:00Z,NA,NA,1,NA,not following rules,NA,150136,63,16160,IN,18,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-85.409043,40.203431,NA,21795,1684,357,14064,7731,6493,9576,1327,199,868,5151,7527,17023,14828,6027,8801,16069
2,2018,Ball State University,0,12,16,8,0,12,0,0,2017-10-24T00:00:00Z,2018-01-31T00:00:00Z,NA,NA,1,NA,not following rules,NA,150136,63,16160,IN,18,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-85.409043,40.203431,NA,21795,1684,357,14064,7731,6493,9576,1327,199,868,5151,7527,17023,14828,6027,8801,16069
3,2018,Ball State University,2,13,13,5,4,13,0,0,2017-10-24T00:00:00Z,2018-01-31T00:00:00Z,NA,NA,1,NA,not following rules,NA,150136,63,16160,IN,18,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-85.409043,40.203431,NA,21795,1684,357,14064,7731,6493,9576,1327,199,868,5151,7527,17023,14828,6027,8801,16069
4,2018,Ball State University,0,26,11,4,0,26,0,0,2017-10-24T00:00:00Z,2018-01-31T00:00:00Z,NA,NA,1,NA,not following rules,NA,150136,63,16160,IN,18,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-85.409043,40.203431,NA,21795,1684,357,14064,7731,6493,9576,1327,199,868,5151,7527,17023,14828,6027,8801,16069
5,2018,Ball State University,0,9,2,2,2,9,0,0,2017-10-24T00:00:00Z,2018-01-31T00:00:00Z,NA,NA,1,NA,not following rules,NA,150136,63,16160,IN,18,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-85.409043,40.203431,NA,21795,1684,357,14064,7731,6493,9576,1327,199,868,5151,7527,17023,14828,6027,8801,16069
6,2018,Ball State University,0,7,0,0,2,7,0,0,2017-10-24T00:00:00Z,2018-01-31T00:00:00Z,NA,NA,1,NA,not following rules,NA,150136,63,16160,IN,18,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-85.409043,40.203431,NA,21795,1684,357,14064,7731,6493,9576,1327,199,868,5151,7527,17023,14828,6027,8801,16069
7,2018,Ball State University,0,8,1,6,1,8,0,0,2017-10-24T00:00:00Z,2018-01-31T00:00:00Z,NA,NA,1,NA,not following rules,NA,150136,63,16160,IN,18,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-85.409043,40.203431,NA,21795,1684,357,14064,7731,6493,9576,1327,199,868,5151,7527,17023,14828,6027,8801,16069
8,2018,Ball State University,1,24,10,4,2,24,0,0,2017-10-24T00:00:00Z,2018-01-31T00:00:00Z,NA,NA,1,NA,not following rules,NA,150136,63,16160,IN,18,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-85.409043,40.203431,NA,21795,1684,357,14064,7731,6493,9576,1327,199,868,5151,7527,17023,14828,6027,8801,16069
9,2018,Ball State University,2,29,20,7,2,29,0,0,2017-10-24T00:00:00Z,2018-01-31T00:00:00Z,NA,NA,1,NA,not following rules,NA,150136,63,16160,IN,18,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-85.409043,40.203431,NA,21795,1684,357,14064,7731,6493,9576,1327,199,868,5151,7527,17023,14828,6027,8801,16069
10,2018,Ball State University,2,15,18,12,1,15,0,0,2017-10-24T00:00:00Z,2018-01-31T00:00:00Z,NA,NA,1,NA,not following rules,NA,150136,63,16160,IN,18,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-85.409043,40.203431,NA,21795,1684,357,14064,7731,6493,9576,1327,199,868,5151,7527,17023,14828,6027,8801,16069
11,2018,Ball State University,1,10,22,6,3,10,0,0,2017-10-24T00:00:00Z,2018-01-31T00:00:00Z,NA,NA,1,NA,not following rules,NA,150136,63,16160,IN,18,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-85.409043,40.203431,NA,21795,1684,357,14064,7731,6493,9576,1327,199,868,5151,7527,17023,14828,6027,8801,16069
12,2018,Ball State University,1,8,12,4,4,8,0,0,2017-10-24T00:00:00Z,2018-01-31T00:00:00Z,NA,NA,1,NA,not following rules,NA,150136,63,16160,IN,18,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-85.409043,40.203431,NA,21795,1684,357,14064,7731,6493,9576,1327,199,868,5151,7527,17023,14828,6027,8801,16069
1,2019,Ball State University,0,11,19,5,0,11,0,0,2017-10-24T00:00:00Z,2018-01-31T00:00:00Z,NA,NA,1,NA,not following rules,NA,150136,67,NA,IN,18,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-85.409043,40.203431,NA,22443,1731,401,14560,7883,6646,10056,1357,250,994,5121,7738,17141,14693,5876,8817,16702
